unique_input_record_identifier	input_title	lookup_key	lookup_key_given	database_song_code	database_song_title	database_song_writers
46V0v9BcDqcg8oReEenUQI	Odyssey	ODYSEY		145064539	THE ODYSSEY	WILLIAMS ADAM A
2R7brAzLyY75szQ21ceyFg	Hi Jack	HIJACK		101091101	HI JACK	ARBEX-MIRO JOSE FERNANDO
1CG5TmXeu8K6ORC560YMXl	SEASON OF GOLD	SEASONOFGOLD		153843559	SEASON OF GOLD	ANDO MASAHIRO
51xP6VLYFTaeY3j8rdnI1X	Icicles	ICICLE		154171281	ICICLE	NS (PERF BY THE LAST SKEPTIC)
4sWimlXQzvPLdSOeFx3ovc	Voodoo Love	VOODOOLOVE		152087245	VOODOO LOVE	BARRY/ROSAMOND/VILLANUEVA/VILLANUEVA/VIL
1m883oVVNSSbrnJq8yEmcL	Chhod Meri Baiyan	CHODMERIBAIYAN		153603101	CHHOD MERI BAIYAN	SHAILENDRA/KISHORE KUMAR
20rHQAbh3vgiy9L9ZMNl10	Concealed Revulsions	CONCEALEDREVULSION		146349514	CONCEALED REVULSIONS	ALEKSI MUNTER/JANNE JULIN/MANNE IKONEN/T
2x5mGxpfvnxBqdDhxCfMaT	One Way	ONEWAY		148001703	ONE WAY	KRIVOSHEIN V/AMAR O
6FapD7IiNdHILvOdGvBjNS	When I'm Away from You	WHENIMAWAYFROMYOU		101335000	WHEN IM AWAY FROM YOU	MILLER FRANCIS JOHN
2X5jJin8IE4mFPwwbcLwFC	The Man I Love	MANILOVE		449392319	THE MAN I LOVE (FN 372)	GERSHWIN GEORGE
0SwSUkjYFMrfdblHQMrU4P	Greater Bird of Paradise	GREATERBIRDOFPARADISE		154206007	GREATER BIRD OF PARADISE	ALSTON GREGORY RAYMOND
3VcCjeMTLLyWOLpoWtRoSU	x ANA x	XANAX		154141167	XXANAX	ON FROY
5Z6A4GuJkT7zgThefBsNRA	Piano Sonata in C Major, K. 527	PIANOSONATAINCMAJORK527		147218597	PIANO SONATA IN C MAJOR, K. 527	DOMENICO SCARLATTI
5eeaQTCRi2lxJ9Lr5vgXB3	Vur Yuregim	VURYUREGIM		131225544	VUR YUREGIM	ERENER S/DEMIRKAN D/GUREL G
3rQjxXM0TsDkPTDwxKziTS	Magnificat in D, ZWV 108: I. Magnificat anima mea Dominum	MAGNIFICATINDZWV108IMAGNI		142356532	MAGNIFICAT IN D, ZWV 108: I. MAGNIFICAT ANIMA MEA DOMINUM	JAN DISMAS ZELENKA
0QzbgPZ9sbTs7r2wzfcX9f	December '63 (Oh What a Night)	DECEMBER63		102421171	DECEMBER 1963 (OH WHAT A NIGHT)	GAUDIO R/PARKER J
0uiTpFEGJJkgO9Xesj9drX	Ich werd bei dir sein	ICHWERDBEIDIRSEIN		149240961	ICH WERD BEI DIR SEIN	TOWNES VAN ZANDT/TOWNES VAN ZANDT/WOLFGA
6xz9XsOzDT3StddvheMGr2	Cry!-Tender	CRYTENDER		134076981	CRY TENDER	LATEEF YUSEF A
6aQAv3feIhBihOqX5i5n3u	Kailangan Kita	KAILANGANKITA		147230420	KAILANGAN KITA	GOSH DILAY
68QVcjWKpvqjDbnMzt0vSx	Love & Pain	LOVE&PAIN		133593704	LOVE AND PAIN	/BEAR R T/GERSTEIN RICHARD
61MTRaCwlNMmRtfrsFaxd8	Ana Maria	ANAMARIA		107094678	ANA MARIA	SHORTER WAYNE
7wBow19ldOzABXfRG6k05S	Hallelujah	HALELUJAH		101859020	HALLELUJAH	COHEN LEONARD
6bDkorX04ulnY1GuBEY4Ew	Quando, Quando, Quando	QUANDOQUANDOQUANDO		155989083	QUANDO, QUANDO, QUANDO	ALBERTO TESTA/TONY RENIS
4KjBDZps02XJYgQs9i6aUn	Boneflower	BONEFLOWER		145147833	BONEFLOWER	EDLING LEIF ERIK
7uM7YZwNZqdDMG0NfGhmux	Jennie (feat. R. City, Bori)	JENIE		153397551	JENNIE	/JAEHN/TROELSEN/THOMAS/SEPEHRMANES/THOMA
5lumpPMTjyyRU6FzIRIE4D	Innocence Maintained	INOCENCEMAINTAINED		152005987	INNOCENCE MAINTAINED	JEWEL KILCHER/MIKKO
5xLKk5jJZzt3yYhMKjEio6	Diablo	DIABLO		155929742	EL DIABLO	WARD DENZEL ALEXANDER
0wQCiHAgUJdlBdRtdrnLFK	North On 21	NORTHON21		153444078	NORTH ON 21	GREEN RILEY
1DtLl0k0zMrFqcW0pquxpf	Broken Pieces	BROKENPIECE		149531088	BROKEN PIECES	BIERSACK/FELDMANN/MADDEN/MADDEN/ALLMAN
4zKDv2pqSKALxrzOSYe3vo	Crazier	CRAZIER		147577381	CRAZIER	HEYNEN PIETER L
2E7c1UTR3869TXTqMnBJZ4	The Crab Song	CRABSONG		106363579	CRAB SONG	MOSLEY/BOTTUM/GOULD/BORDIN/MARTIN
472ikC5GQtBFFNKtTHugQ4	Lucky One (Bird Of Cassadaga)	LUCKYONE		129236791	LUCKY ONE (BIRD OF CASADAGA)	HAYES GEMMA
606ZgFjTusLlBFumWrJqBU	All We Need	ALWENEED		141630943	ALL WE NEED	YATES D/BAKER A/RANKINE D/HONSON M
6kHqqOeJvN960ZIMJMFSUm	Lam sakrifis	LAMSAKRIFI		143998770	LAM SAKRIFIS	TOPIZE JOSEPH REGINALD (FR)
3gi3pUEMT48kb9KxC65XB3	Heartless	HEARTLES		139454985	HEARTLESS	NOZUKA J/CHARLESWORTH K
6ktdiJw7nu6lif5oVfFfcS	Fallin' In Love	FALININLOVE		104291849	FALLIN IN LOVE	WILSON DENNIS C
6C3bnP1mVjFqGFDYYQCsOY	Sweet Marie	SWEETMARIE		140741082	SWEET MARIE	GORHAM W/LYNOTT P
7Ix5UHOc8nSHN1DHbPth6T	Used to You	USEDTOYOU		143287462	USED TO YOU	TURNER CALVIN/SEBASTIAN GUY
7yVzayuhgeqwVYTdecNop2	Don't You Worry	DONTYOUWORY		148681218	DON'T YOU WORRY	THOMAS T/THOMAS T/WALTER H/GOTTWALD L
6AY5ATYS9NGiCejvUc4zw8	Serial Killer Girl (Come on, Come on, Kill Me!)	SERIALKILERGIRL		148831816	SERIAL KILLER GIRL (COME ON, COME ON, KILL ME!)	ALLAN COTTERILL/ALLAN COTTERILL
6rYxiHCUeU3B2N68WGRDkv	Don't Do That	DONTDOTHAT		142779304	DON'T DO THAT	JONES/KING/CAULEY/CALDWELL/ALEXANDER/CUN
6e6n9ZA2DTBfuNBfjPNx70	Bump n' Grind	BUMP&GRIND		107714414	BUMP N GRIND	KELLY ROBERT S (KELLY R USA 2)
5ZN3SNb9C1W1uUwuInoWpk	Slytherin	SLYTHERIN		150053259	SLYTHERIN	UNKNOWN
7FX9uW8pxl6Y5dARuQ1jmK	Otro Adios	OTROADIO		145989923	OTRO ADIOS	MARC BERTHOUMIEUX/ERICK DE ARMAS
4tU5YBbLZ9S9NVvjM6Qk78	Treading Water	TREADINWATER		153486417	TREADING WATER	DANIEL LORCA/IRA ELLIOT/MATTHEW CAWS/MAT
0i1wQzi8AfVatVbqWU1vPb	Sofullashit	SOFULASHIT		140408032	SOFULLASHIT	GEEVERS B/NEDERHAND B/ELDEREN VAN P
43wPWBaNsqFuSOWjZQTCFs	Made in America (feat. El Camino & Dufflebag Hottie)	MADEINAMERICA		154332575	MADE IN AMERICA	JEREMIE PENNICK
4s2PuQJZ2twmuT5HInYoCU	Popucale Rebatine	POPUCALEREBATINE		141437428	POPUCALE REBATINE	SIMAC M
3PZP7o3hN5cvPB4Xfywo1n	Come With Me (Deadmeat) [Feat. Polina]	COMEWITHME		141991457	COME WITH ME (DEAD MEAT)	AOKI S/GOUDIEVA P/BATES J
0xFvFyJlc1VrSyIJrR1m4q	Snake Dance Boogie	SNAKEDANCEBOOGIE		142349780	SNAKE DANCE BOOGIE	MCCOY
5j9v9mJFLtaFOyVqMGxYlM	Not Afraid	NOTAFRAID		153888511	NOT AFRAID	KOSTER N/HOL P/CLAESSENS Y/PREVOO R
5oZj3XBim8oKiz2qdRa5Bq	On Your Own	ONYOUROWN		149228000	ON YOUR OWN	JOHN PAUL WHITE/ROBERT MERRELL/STEVE EDG
4yfmuLN5CmcqM7Ui8B77SS	I've Got My Love to Keep Me Warm	IVEGOTMYLOVETOKEEPMEWARM		102808129	I'VE GOT MY LOVE TO KEEP ME WARM	BERLIN IRVING
31JKaJ84tBMVdWJ3fwIrPW	Hard To Let Go	HARDTOLETGO		135473655	HARD TO LET GO	BONILLA M/GREIBER M
653SLG28to8TMy7PPyFWw1	Paquita: Variation 9: Allegro moderato	PAQUITAVARIATION9ALEGROMO		147297250	PAQUITA: VARIATION 9: ALLEGRO MODERATO	LUDWIG MINKUS
06d4jJK1ICIj9TYC46Jd2D	Estoy Enamorado de Ti	ESTOYENAMORADODETI		130338360	ESTOY ENAMORADO DE TI	AGUILERA VALADEZ ALBERTO
0HgUPVwywDUsRLplxYH5yb	Don't Start Lying To Me Now	DONTSTARTLYINTOMENOW		140836117	DON'T START LYIN' TO ME NOW	STONE J/PEIRCE M/STAPLETON C
027w33OxIkQttYTlp90x4F	Khovanshchina, Act IV: Introduction - Golitzyn's Journey - Remastered	KHOVANSHCHINAACTIVINTRODU		146467179	KHOVANSHCHINA, ACT IV: INTRODUCTION	MODEST MUSSORGSKY
4QR0hvHTdkc14U6WYXZdYA	Weighing Me Down	WEIGHINMEDOWN		139898573	WEIGHING ME DOWN	ELIJAH A JONES
6vgN6KGstss0GnBbKlMNK9	The Way You Love Me	WAYYOULOVEME		121357179	WAY YOU LOVE ME	DULANEY M/FOLLESE K
0Jb92UvQ93PUUF7SeLjfsE	Mondquelle (Reviewed)	MONDQUELE		147372200	MONDQUELLE	MUELLER BRYAN
6PBvmZieoFbs1YGXLvPWcq	Intersection	INTERSECTION		208967060	INTERSECTION	HOWARD JAMES NEWTON
3oFnmAkRiajWhLq3wTByUx	It's My Turn Now	ITSMYTURNNOW		134173991	IT S MY TURN NOW	UNDERWOOD A/SICHEL S
62sUbLrbXg9MU0CtI0vh0l	Ego & Soul	EGO&SOUL		151498604	EGO & SOUL	MARIO RADZOM/TESLA/CARL OSCAR ANDERSSON
7w21SD55V5mrwo3rFnbHk7	Go Your Own Way	GOYOUROWNWAY		101970321	GO YOUR OWN WAY	BUCKINGHAM LINDSEY
3UVUSY9ojJhxh1Y6dG8a85	Heart Shaped Box	HEARTSHAPEDBOX		106152033	HEART SHAPED BOX	COBAIN KURT D
3eODgDqG8r4NLn5nWhW1AD	Di Na Natuto	DINANATUTO		117551931	DI NA NATUTO	JAVIER DANNY
1buQsBiaGlP9axbW9ieT5T	Can't Stop Thinking About You	CANTSTOPTHINKINABOUTYOU		138912884	CAN'T STOP THINKING ABOUT YOU	DORO/CAMUS CELLI/ANDRES FEDERICO LEVIN/J
0mmJNAj5oBp4yFdl5m3bKp	Crazy Claws	CRAZYCLAW		124132502	CRAZY CLAWS	THAWS ADRIAN
4aVc2ifCwIAbEaaIjzLKbg	Spoil You (feat. T.I.)	SPOILYOU		148081728	SPOIL YOU	HARRIS C/HATCH T/JORDAN M
3xsnKTcJnmnS4al7ZiOwer	Madhuban Khushboo Deta Hai - Male Vocals	MADHUBANKHUSHBOODETAHAIMA		153042007	"\"MADHUBAN KHUSHBOO DETA HAI - MALE (FROM \"\"SAAJAN BINA SUHAGAN\""	INDEEVAR/USHA KHANNA
1knWU0hEPf2VDcwARwvcky	GameTime	GAMETIME		138328400	GAMETIME	BAHAMONDE C/JACOBS R/LEONARD B
3OPdvhjvAcFZdrSpPdxaEe	Arrivederci Roma	ARIVEDERCIROMA		136624380	ARRIVEDERCI ROMA	RENATO RASCEL/SANDRO GIOVANNI
3KeiKsYBjT7fNR9eSIMLoA	Adagio De Albinoni	ADAGIODEALBINONI		100043252	ADAGIO IN G MINOR (ORIGINAL VERSION)	/ALBINONI T/GIAZOTTO R
36jmdNtT1TdvTyvh1iL8mL	When You Wish Upon a Star	WHENYOUWISHUPONSTAR		135546052	WHEN YOU WISH UPON STAR	UNKNOWN
71uzpv56I1XmTYLa9KtKLw	PositiveNoise	POSITIVENOISE		141642989	POSITIVENOISE	SIMPSON G/HILLAGE S/GIRAUDY M
1yTDBH044bz0jV1arvSDwz	Love Gone Wrong	LOVEGONEWRONG		146715861	LOVE GONE WRONG	MOORE A/GREEN D
2S15IfzJZoafBih7OMnKYo	Tonight (I'm F***in' You)	TONIGHT		140431486	TONIGHT	/IGLESIAS/FRANKS/LUTTRELL/FOWNES/BRIDGES
7371PPqXVAPKCL65sA07zn	Do Re Mi	DOREMI		133353339	DO RE MI	JOHNSON EARL KING
42ojWvyytL0yCyxTCkSya7	I'll See You In My Dreams	ILSEEYOUINMYDREAM		102923408	I'LL SEE YOU IN MY DREAMS	JONES I/KAHN G
6URAP0pAdBXu5dKvvMeW7t	Secret Love Song	SECRETLOVESONG		151340315	SECRET LOVE SONG	EMMA ROHAN/JEZ ASHURST/CLARE FURNER RACH
1RJDtvodN0MMS1DfJzLlQP	Mission Bell	MISIONBEL		145912786	MISSION BELL	MOONEY/DOUGHERTY/GNAEDINGER/NGUYEN/VEILL
6UCLFSQLMJ0FbMBgTLMUi3	Magnet	MAGNET		151574384	MAGNET	MARTIN A/BELL T/BECK J
24QAJJqGQV3yEBa5LFxYot	O lux, beata Trinitas	OLUXBEATATRINITA		433673055	O LUX BEATA TRINITAS (CANTIONES SACRAE 1575)	BYRD WILLIAM
5bYRN2TNsUYLt1M4xUlY7A	Violin Sonata No. 26 in B-Flat Major, K. 378 (arr. L. Slavinsky for oboe and piano): III. Rondo: Allegro	VIOLINSONATANO26INBFLATMA		150525589	VIOLIN SONATA NO. 26 IN B-FLAT MAJOR, K. 378: III. ROND (PL)	WOLFGANG AMADEUS MOZART
5C4mq4ekQL0iFtTJEeTilh	Perfectly	PERFECTLY		136137398	PERFECTLY	UNKNOWN
1CmLBSudllVKfnCnTciIoz	Sweet Love	SWEETLOVE		139139938	SWEET LOVE	LIND ESPEN
1sOtR4ZHG2vB6Q3Va59pgS	Use Me	USEME		152497061	USE ME	BUTLER C/WITHERS W
6InRLwahGZVhnjRBodc358	Faith	FAITH		144308884	FAITH	BALFE L/ZIMMER H
31x3XyjoOJFdqEkqVbFPRU	Sunshine Cameo	SUNSHINECAMEO		152809557	SUNSHINE CAMEO	SCOTT HOWARD
7IEkrYisVLpNX5yzzepXOM	Cuando, Cuando, Cuando	CUANDOCUANDOCUANDO		128972750	QUANDO QUANDO QUANDO	RENIS T/TESTA A
1CEhGEI3pymF5G2SmAQSMv	Broken Halos	BROKENHALO		154326763	BROKEN HALOS	MICHAEL JAMES HENDERSON/CHRIS ALVIN STAP
2Fgzeki4gWy9aDeKTcs53I	Fault Lines	FAULTLINE		152010509	FAULT LINES	MITCHELL WELLING
3UhkWDIUQYjG2Tyx89fpFy	Suite in G minor: III. Sarabande	SUITEINGMINORIIISARABANDE		148855407	SUITE IN G MINOR: III. SARABANDE	FRANCOIS DUFAUT
78WmeChDlvf0hdRLxGcxnR	Cavatina	CAVATINA		101808710	CAVATINA	MYERS STANLEY
05aXAsg0rWjmR2sx19WWsV	Arcade Hero	ARCADEHERO		354273447	ARCADE HERO(BEATBOX@BNB144)	GURRY O
2dSLeImB0adyDeCwXsqJK4	Broken Bones	BROKENBONE		149485524	BROKEN BONES	KEARNEY P/ZAMMIT J/BOWERS A
5tf5Ke4rOITTJCUp0B0d0f	Kocky	KOCKY		142092746	KOCKY	SANDERS/YATES/WATSON/MCKINZIE/CALHOUN
2InSUSFsTCCvwt3MH1KSh0	"\"Space Oddity (From \"\"Metal Gear Solid\"\")\""	SPACEODITY		100126092	SPACE ODDITY	BOWIE DAVID
3CAPWlE09TVzI7MOOoPN2l	Nutcracker Suite, Op. 71a : 3. Waltz of the Flowers	NUTCRACKERSUITEOP71A3WALT		137246848	NUTCRACKER SUITE OP 71A 3 WALTZ OF THE FLOWERS	TCHAIKOVSKY
3AQL6uB8zw4sN8NIcxiqR7	Red Room	REDROOM		144749262	RED ROOM	ROSENBERG ARIEL MARCUS
0TWbgdH5XlVP3PJpfefkga	Cameroon	CAMEROON		114275633	CAMEROON	MASUKA DOROTHY MANYANDO
5wrv56vjZuxuXMpTmDMyBP	Open Your Soul & Life of Illusion	OPENYOURSOUL&LIFEOFILUSIO		152695977	OPEN YOUR SOUL & LIFE OF ILLUSION	NIEZNANY/MARCO RINALDO
1ZCAtBFscp2W7wXzOb7cUr	Crying Time	CRYINTIME		139234380	CRYING TIME	WILLIAM OMALLEY
6kw4nS6uZNghUTlcJv5waS	Winter Wasteland	WINTERWASTELAND		153912450	WINTER WASTELAND	MAKE DO AND MEND
31yJZPorveMG6c4Z4pej4e	Charlie	CHARLIE		135918219	CHARLIE	BARTHE DENIS (AKA NOIR DESIR)
5zAQ3C9Iyp0lF4Dtzwb8SL	After Dinner	AFTERDINER		135506198	AFTER DINNER	ABOU-KHALIL RABIH
3hxNNDSypE7vU4f92njUMZ	Huckleberry Crumble	HUCKLEBERYCRUMBLE		139438871	HUCKLEBERRY CRUMBLE	DELEO D/DELEO R/WEILAND S
2n1aBjdioV9UsgkrpG1gog	Senseless	SENSELES		104501236	SENSELESS	BARKER NICHOLAS PAUL
0OUOJdINh3rm8vjt6GFi1A	The Starship Avalon (Main Title)	STARSHIPAVALON		151118046	THE STARSHIP AVALON (MAIN TITLE)	NEWMAN THOMAS MONTGOMERY
1rhgyeqAYyEbrL4yoUvGXu	Louder	LOUDER		150745546	DRUNKEN MASTERS - LOUDER (FEAT. PORTUGAL THE MAN)	GOURLEY J/ESSER J/GEHRING J/RABAI C
2yDU9POxlbLzQMpxtvXyMI	Sonata No. 30 in E Major, Op. 109: I. Vivace, ma non troppo - Remastered	SONATANO30INEMAJOROP109IV		152110302	SONATA NO. 30 IN E MAJOR, OP. 109: I. VIVACE, MA NON TROPPO	LUDWIG VAN BEETHOVEN/FRANK DE LA MORA MI
4mBttyjC6jGoCyvR334Cw6	Bossa Nova Supernova	BOSANOVASUPERNOVA		133991260	BOSSA NOVA SUPERNOVA	PRITCHARD M/BRINKWORTH D
4Up3wFpffIfVz2hWK89fok	Llove	LOVE		141913305	LLOVE	BJARNSON F/MITS S/RADDON R/HANCOCK J
503oeM4t2frMKoRvbvBJrL	Nocturne No. 5 in B-Flat Major, H. 37 (Arr. for Clarinet & Piano)	NOCTURNENO5INBFLATMAJORH3		152112624	NOCTURNE NO. 5 IN B-FLAT MAJOR, H. 37 (ARR. FOR CLARINET & P	JOHN FIELD/GIACOMO GABRIELLI
2nw9VVlb4NEE28cjj0WdMl	Rough And Tumble Heart	ROUGH&TUMBLEHEART		109171523	ROUGH AND TUMBLE HEART	DI PIERO R/HOGIN S/TILLIS P
221UZPVC87Vvp1WxAuDKlW	Mindfulness Meditation Exercises - Nature Sounds at Night	MINDFULNESMEDITATIONEXERC		149312235	MINDFULNESS MEDITATION EXERCISES - NATURE SOUNDS AT NIGHT	SACCHETTO GIULIANO
2snYkQ57QayKrDDGX9ztgF	Invencible	INVENCIBLE		148299476	INVENCIBLE	ROMAN TORRES/RENEE SUAREZ/ROMAN TORRES R
1rAesyUHFWf8M7kthaToDT	The Wind and the Rain	WIND&RAIN		102400264	WIND AND RAIN	THOMAS MICHAEL JAMES
3M3V2tL47fYqoB5PauGrIo	Green Apples	GREENAPLE		113608443	GREEN APPLES	KREVIAZUK CHANTAL
3uQYmppnt0r5Ven8VurNyx	Blue Skies	BLUESKIE		101931377	BLUE SKIES	WEST CHRISTOPHER RICHARD
7pNVJuR5zjKja2CwdIrDJc	How Strange	HOWSTRANGE		135656720	HOW STRANGE	DEMPSEY DAMIEN JUDE PATRICK
0WUg5fk4x0vIRQU8jFacH8	Dybbuk - Complete Ballet: Part III: Possession	DYBUKCOMPLETEBALETPTIIIPO		152854131	DYBBUK - COMPLETE BALLET: PART III: POSSESSION	LEONARD BERNSTEIN
3mjzVmRaOQvCRPztINZThz	Armenian Duduk: Forest and Birds	ARMENIANDUDUKFOREST&BIRD		151347760	ARMENIAN DUDUK: FOREST AND BIRDS	MARCO RINALDO/NIEZNANY
0hamSAgzh2WP42nAppgdHv	Featherlight	FEATHERLIGHT		135836916	FEATHERLIGHT	BOSHER M/BOSHER D
4d9aF6f0kmrHjPi8YRzxa5	Bernie	BERNIE		108721935	BERNIE	DOTY K/EDWARDS G
1yev2XI7Q2STcnHC5McfF0	Guardian Angel/Guiding Light	GUARDIANANGELGUIDINLIGHT		115462429	GUARDIAN ANGEL/GUIDING LIGHT	POTGER KEITH LEON
1TSZjXMLBOfiWxejZnlIr7	Too Strung Up	TOOSTRUNGUP		153006783	TOO STRUNG UP	MEFFAN A/DAVEY A
6ukdCR332Ramx3X0gLA5FE	I Pull My Gun Once	IPULMYGUNONCE		147723863	I PULL MY GUN ONCE	JAM EL MAR/MARK SPOON
652mEzc7Ne12nYHkwkampw	Shooting Star	SHOOTINSTAR		116480828	SHOOTING STAR	BAXTER LES
2xddCMVLUGmiWVLCxFXpBq	How Can I Pray When I Don't Believe	HOWCANIPRAYWHENIDONTBELIE		146168349	HOW CAN I PRAY WHEN I DON'T BELIEVE	GORAN LAGERBERG/ADRIAN MOAR
79YpqwBKqkRgTbEcKMHBuj	Italian Restaurant	ITALIANRESTAURANT		150898517	ITALIAN RESTAURANT	MARCO RINALDO/NIEZNANY
3SYVUv0uygsNGyZ9s1AXbE	Shadows	SHADOW		145853927	SHADOWS	ERROR UNHANDLED CHARACTERS IN TEXT DE/ST
37WIQ5vOWq96eachOOYDuH	Legend	LEGEND		148380196	LEGEND	WARNER AMELIA CATHERINE
61cygfCULkzTnHBp4Ff6WG	Balance	BALANCE		154318449	BALANCE	ROBERT FUNK
10jmf7hgNQb5z4dwvK084S	Never Would Have Thought It	NEVERWOULDHAVETHOUGHTIT		149110137	NEVER WOULD HAVE THOUGHT IT	BOBBY RUSH
